"NP_808470","aromatic-preferring amino acid transporter","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_001038205","low affinity cationic amino acid transporter 2 (CAT-2)","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_031540","low affinity cationic amino acid transporter 2 (CAT-2)","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_031539","high affinity cationic amino acid transporter 1","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_031541","high-affinity cationic amino acid transporter-1 (CAT-1)","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_035534","large neutral amino acids transporter small subunit 1","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_035535","Y+L amino acid transporter 1","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_036120","cystine/glutamate antiporter","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_058668","large neutral amino acids transporter small subunit 2","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_059090","Asc-type amino acid transporter 1 (Asc-1)","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_067266","B(0+)-type amino acid transporter 1","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_083022","sodium ion:aspartate/glutamate symporter","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_543128","cationic amino acid transporter y+ system","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_659101","cationic amino acid transporter 4 (CAT-4)","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_766449","cationic amino acid","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_848913","cationic amino acid transporter y+ system","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"XP_001478376","large neutral amino acids transporter small subunit 1","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"XP_891737","cationic amino acid transporter y+ system","","APC","The Amino Acid-Polyamine-Organocation (APC) Family","Secondary Transporter","2.A.3"
"NP_068679","P-protein homolog (tyrosine transporter)","","ArsB","The Arsenite-Antimonite (ArsB) Efflux Family","Secondary Transporter","2.A.45"
"NP_001010834","sodium ion:bile acid symporter 5","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_001019318","sodium ion:bile acid symporter 4","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_035517","sodium ion:bile acid symporter","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_035518","sodium ion:bile acid symporter","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_083691","sodium ion:bile acid symporter","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_084012","sodium ion:bile acid symporter 7","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_663381","sodium ion:bile acid symporter","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_775579","sodium ion:bile acid symporter 4","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"XP_001474668","sodium ion:bile acid symporter","","BASS","The Bile Acid:Na+ Symporter (BASS) Family","Secondary Transporter","2.A.28"
"NP_035536","sodium:calcium ion antiporter 1","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_444425","sodium ion:calcium ion+potassium ion antiporter 3","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_536688","sodium ion:calcium ion antiporter 3","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_573484","sodium ion:calcium ion+potassium ion antiporter 6","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_659062","sodium ion:calcium ion+potassium ion antiporter 1","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_683748","sodium ion:calcium ion antiporter 2","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_742164","sodium ion:calcium ion+potassium ion antiporter 4","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_766014","sodium ion:calcium ion+potassium ion antiporter 2","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_778199","sodium ion:calcium ion+potassium ion antiporter 5","","CaCA","The Ca2+:Cation Antiporter (CaCA) Family","Secondary Transporter","2.A.19"
"NP_899197","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_001073158","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_001077371","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_599012","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_033220","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_033221","potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_035520","potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_062288","thiazide-sensitive sodium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_065066","potassium ion:chloride ion symporter 2","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_113583","potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_598409","potassium ion:chloride ion symporter 3","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_598410","potassium ion:chloride ion symporter 3","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"XP_001472339","thiazide-sensitive sodium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"XP_001477754","sodium ion+potassium ion:chloride ion symporter","","CCC","The Cation-Chloride Cotransporter (CCC) Family","Secondary Transporter","2.A.30"
"NP_001028458","zinc ion","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_001034766","vesicular zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_033605","zinc ion efflux","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_035903","vesicular zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_035904","vesicular zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_075023","granule zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_075703","granule zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_659047","granule zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_766404","granule zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_848766","zinc ion efflux","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"XP_999187","granule zinc ion uptake","","CDF","The Cation Diffusion Facilitator (CDF) Family","Secondary Transporter","2.A.4"
"NP_031737","chloride ion channel 3","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_776301","chloride ion channel 3","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_034030","chloride ion channel 2","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_035464","chloride ion channel 4","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_036059","chloride ion channel 6","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_036060","chloride ion channel 7","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_038519","chloride ion channel 1","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_057900","chloride ion channel 5","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_062675","chloride ion channel Kb","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_077723","chloride ion channel Ka","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"XP_920407","chloride ion channel Ka","","ClC","The Chloride Carrier/Channel (ClC) Family","Secondary Transporter","2.A.49"
"NP_001004184","sodium ion:nucleoside symporter 1","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"NP_071712","sodium ion:nucleoside symporter 3","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"NP_766568","sodium ion:nucleoside symporter 2","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"XP_001480446","sodium ion:nucleoside symporter 2","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"XP_001480713","sodium ion:nucleoside symporter 2","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"XP_001481791","sodium ion:nucleoside symporter 2","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"XP_355381","sodium ion:nucleoside symporter 2","","CNT","The Concentrative Nucleoside Transporter (CNT) Family","Secondary Transporter","2.A.41"
"NP_001028461","sodium ion:proton antiporter 2","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_001074529","sodium ion:proton antiporter 3","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_001074801","sodium ion:proton antiporter 5","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_058677","sodium ion:proton antiporter 1","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_083222","sodium ion:proton antiporter","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_683731","sodium ion:proton antiporter 8","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_848458","sodium ion:proton antiporter 8","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_766368","sodium ion:proton antiporter 6","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_796058","sodium ion:proton antiporter 4","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_796327","sodium ion:proton antiporter 7","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_808577","sodium ion:proton antiporter 9","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_849208","sodium ion:proton antiporter","","CPA1","The Monovalent Cation:Proton Antiporter-1 (CPA1) Family","Secondary Transporter","2.A.36"
"NP_758486","potassium/sodium ion:proton antiporter","","CPA2","The Monovalent Cation:Proton Antiporter-2 (CPA2) Family","Secondary Transporter","2.A.37"
"NP_001074732","sodium ion:choline symporter?","","CTL","The Choline Transporter Like (CTL) Family","Secondary Transporter","2.A.92"
"NP_076046","sodium ion:choline symporter?","","CTL","The Choline Transporter Like (CTL) Family","Secondary Transporter","2.A.92"
"NP_598652","sodium ion:choline symporter?","","CTL","The Choline Transporter Like (CTL) Family","Secondary Transporter","2.A.92"
"NP_663369","sodium ion:choline symporter?","","CTL","The Choline Transporter Like (CTL) Family","Secondary Transporter","2.A.92"
"NP_690021","sodium ion:choline symporter?","","CTL","The Choline Transporter Like (CTL) Family","Secondary Transporter","2.A.92"
"NP_035523","sodium ion:glutamate/aspartate symporter 2","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_001070982","sodium ion:glutamate/aspartate symporter 2","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_001070983","sodium ion:glutamate/aspartate symporter 2","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_033225","sodium ion:glutamate/aspartate symporter 3","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_033226","sodium ion:glutamate/aspartate symporter 4","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_033227","sodium ion:neutral amino acid symporter","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_061349","sodium ion:neutral amino acid symporter","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_666367","sodium ion:glutamate symporter 5","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_683740","sodium ion:glutamate symporter 1","","DAACS","The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family","Secondary Transporter","2.A.23"
"NP_001004148","sodium ion:citrate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"NP_062354","sodium ion:sulfate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"NP_071856","sodium ion:dicarboxylate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"NP_473396","sodium ion:dicarboxylate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"NP_766480","sodium ion:sulfate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"XP_001475671","sodium ion:citrate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"XP_917377","sodium ion:citrate symporter","","DASS","The Divalent Anion:Na+ Symporter (DASS) Family","Secondary Transporter","2.A.47"
"NP_001001321","UDP-glucuronic acid/UDP-N-acetylgalactosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_080680","nucleotide-sugar","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_001076786","nucleotide-sugar","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_036025","CMP-sialic acid","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_058032","UDP-galactose:UMP antiporter","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_063924","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_067410","UDP-xylose/UDP-N-acetylglucosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_081771","? (Yrr6 homolog/CEO subfamily)","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_082336","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_082938","adenosine 3-phospho 5-phosphosulfate transporter","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_083032","nucleotide-sugar","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_083063","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_083514","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_083805","UDP-glucuronic acid/UDP-N-acetylgalactosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_084151","phosphate:glucose-6-phosphate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_511039","UDP-galactose","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_598821","adenosine 3-phospho 5-phosphosulfate transporter 2","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_659142","phosphate:phosphoenolpyruvate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_659151","UDP-N-acetylglucosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_665831","GDP-fucose","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_997597","GDP-fucose","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_694782","phosphate:phosphoenolpyruvate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_780643","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_780716","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_783606","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_796160","triose phosphate:phosphate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_808400","UDP-glucuronic acid/UDP-N-acetylgalactosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_808434","phosphate:phosphoenolpyruvate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_848790","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_848916","nucleotide-sugar","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001478859","phosphate:glucose-6-phosphate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001475083","phosphate:glucose-6-phosphate translocator","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001476836","CMP-sialic acid","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001478487","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001478707","UDP-glucuronic acid/UDP-N-acetylgalactosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_001480043","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_147067","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_912903","drug/metabolite?","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"XP_978969","UDP-glucuronic acid/UDP-N-acetylgalactosamine","","DMT","The Drug/Metabolite Transporter (DMT) Superfamily","Secondary Transporter","2.A.7"
"NP_031880","equilibrative nucleoside transporter 2","","ENT","The Equilibrative Nucleoside Transporter (ENT) Family","Secondary Transporter","2.A.57"
"NP_075018","equilibrative nucleoside transporter 1","","ENT","The Equilibrative Nucleoside Transporter (ENT) Family","Secondary Transporter","2.A.57"
"NP_076085","equilibrative nucleoside transporter 3","","ENT","The Equilibrative Nucleoside Transporter (ENT) Family","Secondary Transporter","2.A.57"
"NP_666369","plasma membrane monoamine transporter","","ENT","The Equilibrative Nucleoside Transporter (ENT) Family","Secondary Transporter","2.A.57"
"XP_001479485","plasma membrane monoamine transporter","","ENT","The Equilibrative Nucleoside Transporter (ENT) Family","Secondary Transporter","2.A.57"
"NP_001028391","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_001028660","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_082933","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_083938","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_444307","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_666089","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_776135","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"XP_359354","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"XP_908655","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"XP_914025","proton/sodium ion:sugar symporter","","GPH","The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family","Secondary Transporter","2.A.2"
"NP_083371","glycerol:proton symporter","","GUP","The Glycerol Uptake (GUP) Family","Secondary Transporter","2.A.50"
"NP_659130","glycerol:proton symporter","","GUP","The Glycerol Uptake (GUP) Family","Secondary Transporter","2.A.50"
"NP_036030","mannose-P-dolichol utilization defect 1 protein","","LCT","The Lysosomal Cystine Transporter (LCT) Family","Secondary Transporter","2.A.43"
"XP_001479721","mannose-P-dolichol utilization defect 1 protein","","LCT","The Lysosomal Cystine Transporter (LCT) Family","Secondary Transporter","2.A.43"
